timestamp,symbol,side,price,quantity,pnl,reason,ml_score,final_tp
2026-03-28T10:49:05.709668,ARB/USDT,Long,0.09,289.43171945016184,0,[1H Core] AI Score 0.58 >= 0.52,0.5788634389003237,0.09494999999999999
2026-03-28T10:50:06.484296,SOL/USDT,Long,82.84,290.5013572484736,0,[1H Core] AI Score 0.58 >= 0.52,0.5810027144969472,87.14768000000001
2026-03-28T10:50:06.596723,NEAR/USDT,Long,1.163,279.8993659532932,0,[1H Core] AI Score 0.56 >= 0.52,0.5597987319065865,1.2269649999999999
2026-03-28T10:50:06.739877,AVAX/USDT,Long,8.79,277.5133154961582,0,[1H Core] AI Score 0.56 >= 0.52,0.5550266309923164,9.273449999999999
2026-03-28T10:50:06.962160,ARB/USDT,Long,0.09,289.4317194501618,0,[1H Core] AI Score 0.58 >= 0.52,0.5788634389003235,0.09494999999999999
2026-03-28T10:51:07.732245,SOL/USDT,Long,82.82,292.03348715239605,0,[1H Core] AI Score 0.58 >= 0.52,0.5840669743047922,87.12664
2026-03-28T10:51:07.844461,NEAR/USDT,Long,1.163,279.8993659532932,0,[1H Core] AI Score 0.56 >= 0.52,0.5597987319065865,1.2269649999999999
2026-03-28T10:51:07.959759,AVAX/USDT,Long,8.79,277.51331549615816,0,[1H Core] AI Score 0.56 >= 0.52,0.5550266309923163,9.273449999999999
2026-03-28T10:51:08.224995,ARB/USDT,Long,0.09,289.4317194501617,0,[1H Core] AI Score 0.58 >= 0.52,0.5788634389003234,0.09494999999999999
2026-03-28T10:52:09.055391,SOL/USDT,Long,82.84,292.92377967089607,0,[1H Core] AI Score 0.59 >= 0.52,0.5858475593417921,87.14768000000001
2026-03-28T10:52:09.170589,NEAR/USDT,Long,1.163,279.8993659532932,0,[1H Core] AI Score 0.56 >= 0.52,0.5597987319065865,1.2269649999999999
